Overland Park, KS United States;United States;Kansas;Overland Park
Urban Los Angeles;United States;California;Los Angeles
freelance writer in Minnesota, USA;United States;Minnesota; 
Little Rock, AR                                                                                                                                                                                                                                                      USA;United States;Arkansas;Little Rock
Ottawa, Ontario Canada;Canada;Ontario;Ottawa
Baltimore, MD United States;United States;Maryland;Baltimore
Nashville, TN USA;United States;Tennessee;Nashville
Vancouver, BC;Canada;British Columbia;Vancouver
Plano,TX;United States;Texas;Plano
Somewhere in the Northeast;Ireland;Monaghan;Carrickmacross
Bellevue, WA United States;United States;Washington;Bellevue
Corbin, KY United States;United States;Kentucky;Corbin
Syracuse, NY USA;United States;New York;Syracuse
Murfreesboro, tn United States;United States;Tennessee;Murfreesboro
OH USA;United States;Ohio; 
Commerce, GA;United States;Georgia;Commerce
Conway, Missouri USA;United States;Missouri;Conway
Kirkland, WA, USA;United States;Washington;Kirkland
Chicago, Illinois USA;United States;Illinois;Chicago
Fargo, ND;United States;North Dakota;Fargo
Incline Village, NV USA;United States;Nevada;Incline Village
WAMESIT;United States;Massachusetts;Tewksbury
israel;Israel; ; 
Lanesville, Indiana USA;United States;Indiana;Lanesville
Cambridge, MA United States;United States;Massachusetts;Cambridge
Reston, VA USA;United States;Virginia;Reston
Portland, ME United States;United States;Maine;Portland
Keene, NH USA;United States;New Hampshire;Keene
Crestline, California United States;United States;California;Crestline
Alabama - United States;United States;Alabama; 
Midwest, USA;United States;Wyoming;Midwest
Columbia, MD United States;United States;Maryland;Columbia
Venice Beach, CA USA;United States;California;Half Moon Bay
Pittsburgh, Pennsylvania;United States;Pennsylvania;Pittsburgh
Software Engineer in Seattle;United States;Washington;Seattle
Baltimore, MD USA;United States;Maryland;Baltimore
Brownwood, TX United States;United States;Texas;Brownwood
Fairfield, California United States;United States;California;Fairfield
Ohio USA;United States;Ohio; 
Chicago, Illinois United States;United States;Illinois;Chicago
San diego, CA USA;United States;California;San Diego
Shanghai China/Provo, UT;China;Shanghai;Shanghai
Mexico, Distrito Federal Mexico;Mexico;Federal District;Mexico City
Lansing, Mi United States;United States;Michigan;Lansing
Oakland, CA United States;United States;California;Oakland
Saint Louis, MO USA;United States;Missouri;Saint Louis
Greenwich, Connecticut United States;United States;Connecticut;Greenwich
Bellingham, WA USA;United States;Washington;Bellingham
St. Louis, MO United States;United States;Missouri;Saint Louis
Ithaca, NY United States;United States;New York;Ithaca
Washington, DC;United States;District of Columbia;Washington
Placitas, NM USA;United States;New Mexico;Placitas
Calgary;Canada;Alberta;Calgary
Ohio, USofA;United States;Ohio; 
Houma, LA USA;United States;Louisiana;Houma
MI USA;United States;Michigan; 
Hilliard, Ohio USA;United States;Ohio;Hilliard
Florence, AZ USA;United States;Arizona;Florence
Dallas;United States;Texas;Dallas
North Miami Beach, Florida;United States;Florida;North Miami Beach
Houston;United States;Texas;Houston
Southwest USA;United States; ; 
Boca Raton, Florida  USA;United States;Florida;Boca Raton
New Jersey Shore, United States;United States;New Jersey; 
Rolling Hills Estates, CA United States;United States;California;Rolling Hills Estates
olympia, wa;United States;Washington;Olympia
Malaysia;Malaysia; ; 
Oceanside, NY;United States;New York;Oceanside
Ny, NY;United States;New York;New York
Ankeny, IA USA;United States;Iowa;Ankeny
Portland, OR United States;United States;Oregon;Portland
Calgary, Alberta, Canada;Canada;Alberta;Calgary
Wichita, KS;United States;Kansas;Wichita
South Louisiana;United States;Louisiana; 
Glendale, CA USA;United States;California;Glendale
Vicksburg, MS USA;United States;Mississippi;Vicksburg
Georgetown, Guyana;Guyana;Demerara-Mahaica;Georgetown
Coeur d'Alene,ID;United States;Idaho;Coeur d'Alene
canada;Canada; ; 
Hanover, NH USA;United States;New Hampshire;Hanover
Gainesville, FL.;United States;Florida;Gainesville
Reynoldsburg, Ohio USA;United States;Ohio;Reynoldsburg
Aberdeen, SD USA;United States;South Dakota;Aberdeen
San Diego, CA United States;United States;California;San Diego
Gilbert Plains, Manitoba Canada;Canada;Manitoba;Gilbert Plains
Calgary, AB;Canada;Alberta;Calgary
Athens, GA;United States;Georgia;Athens
Aurora, CO;United States;Colorado;Aurora
Fort Wayne, IN USA;United States;Indiana;Fort Wayne
Tucson, Arizona;United States;Arizona;Tucson
purcellville, va United States;United States;Virginia;Purcellville
West Seneca, NY United States;United States;New York;West Seneca
TX, USA;United States;Texas; 
Charlotte, N.C.;United States;North Carolina;Charlotte
USA, Florida;United States;Florida; 
Dix Hills, NY United States;United States;New York;Dix Hills
Minneapolis, MN, USA;United States;Minnesota;Minneapolis
Retired in Chicago,  IL United States;United States;Illinois;Chicago
U.S.A.;United States; ; 
Arlington, VA (USA);United States;Virginia;Arlington
San Diego, California;United States;California;San Diego
Earth;United States;Texas;Earth
Attorney in Huntington Beach, CA United States;United States;California;Huntington Beach
London, UK;United Kingdom;England;London
Kitchener, ON, Canada;Canada;Ontario;Kitchener
CT United States;United States;Connecticut; 
Texas USA;United States;Texas; 
Yorktown Heights, NY United States;United States;New York;Yorktown Heights
Anchorage, Alaska;United States;Alaska;Anchorage
Tampa, FL, USA;United States;Florida;Tampa
Massachusetts;United States;Massachusetts; 
Fes, Morocco;Morocco;Fes-Boulemane;Fes
NC;United States;North Carolina; 
Palm Coast, FL USA;United States;Florida;Palm Coast
Tulsa, Oklahoma;United States;Oklahoma;Tulsa
South Florida. U.S.A.;United States;Florida; 
Kyoto, Japan;Japan;Kyoto Prefecture;Kyoto
Georgia;United States;Georgia; 
Baltimore, Maryland United States;United States;Maryland;Baltimore
ny;United States;New York;New York
Portugal;Portugal; ; 
INDIANAPOLIS, IN  USA;United States;Indiana;Indianapolis
Georgia, United States;United States;Georgia; 
Houston, Texas;United States;Texas;Houston
Poinciana, FL;United States;Florida;Poinciana
Tulsa, Ok;United States;Oklahoma;Tulsa
Ebensburg, PA USA;United States;Pennsylvania;Ebensburg
Brooklyn, NY USA;United States;New York;New York
London UK;United Kingdom;England;London
North-Central Illinois, USA;United States;Illinois;Chicago
Southern Pines, NC;United States;North Carolina;Southern Pines
Nevada;United States;Nevada;Southern Pines
S. FL;United States;Florida; 
Greenville, NC;United States;North Carolina;Greenville
chicago, il United States;United States;Illinois;Chicago
Monument, CO;United States;Colorado;Monument
Erie, PA;United States;Pennsylvania;Erie
Fairfield, North San Francisco Bay Area;United States;California; 
Danbury, Connecticut USA;United States;Connecticut;Danbury
Wisconsin Rapids, WI USA;United States;Wisconsin;Wisconsin Rapids
Las Vegas, NV;United States;Nevada;Las Vegas
South Africa;South Africa; ; 
North Pole, AK United States;United States;Alaska;North Pole
Calgary, Alberta Canada;Canada;Alberta;Calgary
Minot, ND United States;United States;North Dakota;Minot
Troy, NY United States;United States;New York;Troy
New York, USA;United States;New York;New York
swampscott, ma United States;United States;Massachusetts;Swampscott
northeast;United States;District of Columbia;Washington
Washington State;United States;Washington;Washington
Professional Watcher of Birds and Fowl in Sacramento, CA;United States;California;Sacramento
Ontario;United States;California;Ontario
san diego, ca;United States;California;San Diego
Celebration, Florida;United States;Florida;Celebration
Canton, MI United States;United States;Michigan;Canton
Easton, MD;United States;Maryland;Easton
Minnesota, USA;United States;Minnesota; 
San Antonio, TX United States;United States;Texas;San Antonio
Southeastern Oklahoma;United States;Oklahoma;Oklahoma City
Atlanta, Georgia USA;United States;Georgia;Atlanta
Central Florida;Paraguay;Central;San Lorenzo
Mishawaka, IN United States;United States;Indiana;Mishawaka
Vance, AL United States;United States;Alabama;Vance
America;United States; ; 
Valencia, CA USA;United States;California;Santa Clarita
Bennettsville, SC;United States;South Carolina;Bennettsville
Albany, NY United States;United States;New York;Albany
Deerfield Beach, FL;United States;Florida;Deerfield Beach
Columbus, IN United States;United States;Indiana;Columbus
Cambridge, MA USA;United States;Massachusetts;Cambridge
Drexel Hill,PA;United States;Pennsylvania;Upper Darby
Munich, Germany;Germany;Bavaria;Munich
Indianapolis, Indiana;United States;Indiana;Indianapolis
Montreal, Canada;Canada;Quebec;Montreal
Eagle Mountain, UT;United States;Utah;Eagle Mountain
Biron, WI, USA;United States;Wisconsin;Biron
Detroit,MichiganUSA;United States;Michigan;Detroit
Physicist/Engineer/Inventor in CA;United States;California; 
Traveling The USA;United States;Indiana;Cloverdale
the UK;United Kingdom; ; 
Westchester, NY;United States;New York; 
Roseland, NJ;United States;New Jersey;Roseland
Philadelphia, Pennsylvania United States;United States;Pennsylvania;Philadelphia
Baltimore, MD;United States;Maryland;Baltimore
Jacksonville, NC;United States;North Carolina;Jacksonville
Anchorage, Alaska USA;United States;Alaska;Anchorage
VA United States;United States;Virginia; 
Gettysburg, PA United States;United States;Pennsylvania;Gettysburg
Ama, Louisiana United States;United States;Louisiana;Ama
RVC, USA;United States;Washington;Seattle
Bronx, NY;United States;New York; 
Maple Grove, MN;United States;Minnesota;Maple Grove
Middletown, Delaware USA;United States;Delaware;Middletown
Black Glass;United States;Nevada; 
Oklahoma City, OK United States;United States;Oklahoma;Oklahoma City
Houston, TX United States;United States;Texas;Houston
Malta;Malta; ; 
Grand Rapids, Michigan;United States;Michigan;Grand Rapids
Here.;France;Midi-Pyrenees;Hères
Warman, SK Can.;Canada;Saskatchewan;Warman
Chula Vista, CA USA;United States;California;Chula Vista
Virginia, USA;United States;Virginia; 
Pearland, Texas United States;United States;Texas;Pearland
Fuzzy North America;United States;Texas;Mineola
Utah;United States;Utah; 
Melbourne, AU;Australia;Victoria;Melbourne
New York, New York;United States;New York;New York
MD USA;United States;Maryland; 
Writer in St. Louis;United States;Missouri;Saint Louis
Riverside, CA USA;United States;California;Riverside
middle america;United States;New York; 
HUNTSVILLE, AL USA;United States;Alabama;Huntsville
Saratoga Spings, NY United States;United States;New York;Saratoga Springs
Rancho Palos Verdes, California United States;United States;California;Rancho Palos Verdes
Winchester, VA United States;United States;Virginia;Winchester
Havre de Grace, Maryland United States;United States;Maryland;Havre de Grace
HAVRE, MT USA;United States;Montana;Havre
Apopka, FL USA;United States;Florida;Apopka
Bremerton, WA USA;United States;Washington;Bremerton
Ann Arbor, Michigan;United States;Michigan;Ann Arbor
richmond, surrey United Kingdom;United Kingdom;England;Richmond
Santa Clarita, CA United States;United States;California;Santa Clarita
Lexington, KY USA;United States;Kentucky;Lexington
Kamuela, HI USA;United States;Hawaii;Waimea
Falmouth, MA United States;United States;Massachusetts;Falmouth
St. George, Utah;United States;Utah;Saint George
New York, New York USA;United States;New York;New York
Caddo Mills, TX;United States;Texas;Caddo Mills
Westminster, CA USA;United States;California;Westminster
Birmingham, Alabama USA;United States;Alabama;Birmingham
Punked Books, London, UK;United Kingdom;England;London
Dana Point, CA USA;United States;California;Dana Point
Dobbs Ferry, NY USA;United States;New York;Dobbs Ferry
Centreville, VA USA;United States;Virginia;Centreville
Rensselaer, NY United States;United States;New York;Rensselaer
HOUSTON, TEXAS USA;United States;Texas;Houston
South Windsor, CT;United States;Connecticut;South Windsor
Mount Laurel, New Jersey USA;United States;New Jersey;Mount Laurel
Spokane, WA USA;United States;Washington;Spokane
Dork, PA;United States;Pennsylvania; 
CHAPEL HILL, NC, United States;United States;North Carolina;Chapel Hill
Somerville, MA, USA;United States;Massachusetts;Somerville
A Warm Place;Germany;Niedersachsen;Gehrde
USA/England;United States;Arkansas;England
Cinti, OH;United States;Ohio;Cincinnati
Justice, Illinois;United States;Illinois;Justice
Montrose, CO USA;United States;Colorado;Montrose
Florissant, MO  United States;United States;Missouri;Florissant
Springfield, MO;United States;Missouri;Springfield
Richardson, Texas United States;United States;Texas;Richardson
Melbourne, Fl United States;United States;Florida;Melbourne
Springfield, IL United States;United States;Illinois;Springfield
Retired  in Santa Clara, CA;United States;California;Cupertino
Orland Park, IL USA;United States;Illinois;Orland Park
Framingham, MA;United States;Massachusetts;Framingham
Arlington, MA United States;United States;Massachusetts;Arlington
Costa Mesa, CA USA;United States;California;Costa Mesa
San Luis Obispo, CA United States;United States;California;San Luis Obispo
Whittier CA;United States;California;Whittier
